class_name	major	category
Mechanika teoretyczna	Nauki fizyczne	Fizyka Techniczna
Scripting languages	Nauki fizyczne	Fizyka Techniczna
Wstęp do fizyki atomowej i molekularnej	Nauki fizyczne	Fizyka Techniczna
Wstęp do Modelu Standardowego	Nauki fizyczne	Fizyka Techniczna
Komputeryzacja pomiarów	Nauki fizyczne	Fizyka Techniczna
Laboratorium technik jądrowych	Nauki fizyczne	Fizyka Techniczna
Podstawy fizyki ciała stałego	Nauki fizyczne	Fizyka Techniczna
Podstawy fizyki środowiska	Nauki fizyczne	Fizyka Techniczna
Podstawy mikroelektroniki	Nauki fizyczne	Fizyka Techniczna
Analiza śladowa	Nauki fizyczne	Fizyka Techniczna
Edycja i prezentacja tekstów naukowych	Nauki fizyczne	Fizyka Techniczna
Ekonofizyka	Nauki fizyczne	Fizyka Techniczna
Materiały i przyrządy półprzewodnikowe	Nauki fizyczne	Fizyka Techniczna
Metody Lagrange'a i Hamiltona w mechanice	Nauki fizyczne	Fizyka Techniczna
Mikrotomografia	Nauki fizyczne	Fizyka Techniczna
Ochrona radiologiczna	Nauki fizyczne	Fizyka Techniczna
Podstawy chemii	Nauki fizyczne	Fizyka Techniczna
Projektowanie modułów elektronicznych	Nauki fizyczne	Fizyka Techniczna
Renewable energy sources	Nauki fizyczne	Fizyka Techniczna
"Seminarium interdyscyplinarne ""Układy złożone"""	Nauki fizyczne	Fizyka Techniczna
Teoria grup a symetrie w fizyce	Nauki fizyczne	Fizyka Techniczna
Wprowadzenie do astrofizyki i kosmologii	Nauki fizyczne	Fizyka Techniczna
Wprowadzenie do rentgenowskiej analizy fluorescencyjnej	Nauki fizyczne	Fizyka Techniczna
Wstęp do kwantowej teorii transportu elektronowego	Nauki fizyczne	Fizyka Techniczna
Wstęp do oddziaływań hadronów	Nauki fizyczne	Fizyka Techniczna
Wybrane zagadnienia szczególnej i ogólnej teorii względności	Nauki fizyczne	Fizyka Techniczna
Wprowadzenie do sprzętowych sieci neuronowych	Nauki fizyczne	Fizyka Techniczna
System operacyjny Linux	Nauki fizyczne	Fizyka Techniczna
Radiochemia	Nauki fizyczne	Fizyka Techniczna
Methods of Artificial Intelligence	Nauki fizyczne	Fizyka Techniczna
Podstawy fizyki teoretycznej	Nauki fizyczne	Fizyka Techniczna
Praktyka zawodowa	Nauki fizyczne	Fizyka Techniczna
Komputerowa analiza układów elektronicznych	Nauki fizyczne	Fizyka Techniczna
Cząstki elementarne i  oddziaływania	Nauki fizyczne	Fizyka Techniczna
Podstawy fizyki ciała stałego 2	Nauki fizyczne	Fizyka Techniczna
Rzeczywista struktura materii	Nauki fizyczne	Fizyka Techniczna
Metody obliczeniowe fizyki 1	Nauki fizyczne	Fizyka Techniczna
Matematyczne metody fizyki 2	Nauki fizyczne	Fizyka Techniczna
Chemia środowiska	Nauki fizyczne	Fizyka Techniczna
Zagadnienia transportu w inżynierii środowiska	Nauki fizyczne	Fizyka Techniczna
Chemia ogólna	Nauki fizyczne	Fizyka Techniczna
Chemia środowiska	Nauki fizyczne	Fizyka Techniczna
Cyfrowe przetwarzanie sygnałów	Nauki fizyczne	Fizyka Techniczna
Cząstki elementarne i  oddziaływania	Nauki fizyczne	Fizyka Techniczna
Introduction to the Particle Physics Data Analysis	Nauki fizyczne	Fizyka Techniczna
Języki opisu sprzętu	Nauki fizyczne	Fizyka Techniczna
Komputerowa analiza układów elektronicznych	Nauki fizyczne	Fizyka Techniczna
Kriogenika	Nauki fizyczne	Fizyka Techniczna
Metody obliczeniowe fizyki 1	Nauki fizyczne	Fizyka Techniczna
Matematyczne metody fizyki 2	Nauki fizyczne	Fizyka Techniczna
O obrotach - minimum niezbędne fizykowi	Nauki fizyczne	Fizyka Techniczna
Podstawy fizyki ciała stałego 2	Nauki fizyczne	Fizyka Techniczna
Projektowanie układów scalonych w technologii CMOS	Nauki fizyczne	Fizyka Techniczna
Rzeczywista struktura materii	Nauki fizyczne	Fizyka Techniczna
Scripting languages	Nauki fizyczne	Fizyka Techniczna
Struktura elektronowa fazy skondensowanej	Nauki fizyczne	Fizyka Techniczna
Środowisko programistyczne Geant4	Nauki fizyczne	Fizyka Techniczna
Wstęp do fizyki atomowej i molekularnej	Nauki fizyczne	Fizyka Techniczna
Wstęp do Modelu Standardowego	Nauki fizyczne	Fizyka Techniczna
Zagadnienia transportu w inżynierii środowiska	Nauki fizyczne	Fizyka Techniczna
Biofizyka	Nauki fizyczne	Fizyka Techniczna
Projekt dyplomowy	Nauki fizyczne	Fizyka Techniczna
Detektory promieniowania	Nauki fizyczne	Fizyka Techniczna
Oddziaływanie promieniowania jonizującego z materią	Nauki fizyczne	Fizyka Techniczna
Laboratorium nowoczesnych materiałów i technologii	Nauki fizyczne	Fizyka Techniczna
Nadprzewodnictwo i nadciekłość	Nauki fizyczne	Fizyka Techniczna
Metody obliczeniowe fizyki 2	Nauki fizyczne	Fizyka Techniczna
Modelowanie układów przepływowych	Nauki fizyczne	Fizyka Techniczna
Metody analizy instrumentalnej	Nauki fizyczne	Fizyka Techniczna
Modelowanie procesów transportu w środowisku	Nauki fizyczne	Fizyka Techniczna
Geometria i grafika inżynierska	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Chemia	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Matematyka I	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Mikroekonomia	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy psychologii	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy zarządzania	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Prawo gospodarcze	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Technologie informacyjne	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
BHP i ergonomia	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Materiałoznawstwo	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy metrologii	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Komputerowe wspomaganie prac inżynierskich	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Makroekonomia	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Matematyka II	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Fizyka I	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy projektowania inżynierskiego	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy socjologii	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Przedmiot humanistyczny, społeczny lub ekonomiczny	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Eksploracja podwodna	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Historia i tradycje górnictwa	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język polski w technice	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Wszechświat, początek -ewolucja - człowiek	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Fizyka II	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Mechanika i wytrzymałość materiałów	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Inżynieria elektryczna	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Projektowanie systemów produkcyjnych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Statystyka	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Zarządzanie środowiskiem	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Ekologia	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Rynki surowców mineralnych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Systemy zarządzania bezpieczeństwem w przedsiębiorstwach	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Ekonomika przedsiębiorstwa	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Komputerowy zapis konstrukcji	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy konstrukcji maszyn	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Reengineering	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Badania operacyjne	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Metody zarządzania produkcją	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Rachunkowość	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Geologia	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Instrumenty ekonomiczne w ochronie powietrza	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy zarządzania energią	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Arkusz kalkulacyjny w zarządzaniu i inżynierii produkcji	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Niezawodność systemów inżynierskich	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Zarządzanie personelem	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Ekonometria	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Logistyka w przedsiębiorstwie	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Marketing	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy automatyzacji i robotyzacji	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Rachunek kosztów dla inżynierów	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Zarządzanie projektem	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy górnictwa	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Modelowanie produkcji przemysłowej	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Prowadzenie badań naukowych lub działalność w kole naukowym	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Symulacja stochastyczna w modelowaniu procesów inżynierskich	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Wskaźniki techniczno-technologiczne i ekonomiczne procesów przeróbki surowców	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Komunikacja i stosunki interpersonalne w przedsiębiorstwie	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Sterowanie przepływem produkcji	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Zintegrowane informatyczne systemy zarządzania	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Innowacyjność i projektowanie produktu	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Finanse przedsiębiorstwa	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Praktyka technologiczna	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Zarządzanie jakością	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Prowadzenie badań naukowych lub działalność w kole naukowym	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Odnawialne źródła energii	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
E-biznes	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Ekonomika i organizacja procesów inwestycyjnych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Komunikacja marketingowa przedsiębiorstwa	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Marketing Internetowy	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Ocena ekonomiczna efektywności projektów inwestycyjnych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Społeczna odpowiedzialność biznesu	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Zaawansowane metody optymalizacji	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Projekt dyplomowy	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Seminarium dyplomowe	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Prowadzenie badań naukowych lub działalność w kole naukowym	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Podstawy gospodarki odpadami	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Przetwórstwo surowców mineralnych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Analiza strategiczna przedsiębiorstwa	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Rynek papierów wartościowych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Strategie przedsiębiorstw produkcyjnych	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
System podatkowy w gospodarce	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Applied Geomechanics	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Basics of Circular Economy	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Hydraulics of Water Wells	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Introduction to Rock Mechanics	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Material engineering in underground and geotechnical construction	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Mine Water and Environment	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Mining & Economy	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Mining & Environment	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Psychrometry of air conditioning processes	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Simulation of engineering systems	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Komunikacja interpersonalna	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Ochrona własności intelektualnej	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Społeczna akceptowalność inwestycji	Inżynieria środowiska, górnictwo i energetyka	Inżynieria i Zarządzanie Procesami Przemysłowymi
Matematyka 1	Inżynieria środowiska, górnictwo i energetyka	Inżynieria Górnicza
